,Unnamed: 0,时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮,湿度,室温,叶绿素,藻密度
4889,4889,2020-06-07 04:00:00,14.174,8.126,7.628,249.728,7.426,0.96,0.02,0.012,0.32,44.1,24.2,,
4890,4890,2020-06-07 00:00:00,14.252,8.178,8.125,247.717,7.453,0.95,0.02,0.011,0.29,43.4,24.5,,
4891,4891,2020-06-06 20:00:00,14.386,8.187,8.208,245.994,8.253,1.17,0.03,0.013,0.4,43.0,24.6,,
4892,4892,2020-06-06 16:00:00,14.28,8.11,7.429,248.051,7.586,0.97,0.0,0.0,0.0,42.228,24.3,,
4893,4893,2020-06-06 12:00:00,14.088,8.067,7.008,251.27,7.141,1.48,0.02,0.0,0.0,43.6,23.7,,
4894,4894,2020-06-06 08:00:00,13.761,8.12,7.559,251.083,6.847,0.91,0.01,0.0,0.0,44.781,23.2,,
4895,4895,2020-06-06 04:00:00,13.725,8.258,8.637,244.618,8.059,0.96,0.0,0.0,0.0,44.65,23.4,,
4896,4896,2020-06-06 00:00:00,13.756,8.272,8.676,241.345,7.878,0.91,0.02,0.012,0.357,43.9,23.7,,
4897,4897,2020-06-05 20:00:00,14.263,8.15,7.547,245.835,7.621,0.97,0.02,0.012,0.317,43.9,23.8,,
4898,4898,2020-06-05 16:00:00,14.556,8.096,7.094,250.14,7.956,0.91,0.03,0.01,0.343,42.569,23.6,,
4899,4899,2020-06-05 12:00:00,14.352,8.031,6.856,254.098,6.843,0.98,0.01,0.012,0.34,41.867,23.2,,
4900,4900,2020-06-05 08:00:00,13.939,8.015,7.048,254.755,6.578,1.33,0.0,0.011,0.334,43.3,22.8,,
4901,4901,2020-06-05 04:00:00,14.073,8.071,7.487,252.528,6.955,0.56,0.04,0.011,0.312,43.2,23.3,,
4902,4902,2020-06-05 00:00:00,14.28,8.119,7.53,251.501,5.415,0.92,0.03,0.01,0.27,42.6,23.7,,
4903,4903,2020-06-04 20:00:00,14.546,8.138,7.676,249.906,7.244,0.87,0.0,0.01,0.309,41.154,24.1,,
4904,4904,2020-06-04 16:00:00,14.697,8.166,8.046,248.944,7.398,1.14,0.04,0.013,0.274,39.831,23.7,,
4905,4905,2020-06-04 12:00:00,14.423,8.122,7.738,246.723,7.2,1.3,0.03,0.009,0.338,40.5,23.5,,
4906,4906,2020-06-04 08:00:00,14.073,8.062,7.289,250.34,6.916,0.99,0.02,0.011,0.292,42.9,23.1,,
4907,4907,2020-06-04 04:00:00,14.347,8.135,7.819,249.82,7.506,0.95,0.01,0.011,0.283,42.7,23.664,,
4908,4908,2020-06-04 00:00:00,14.652,8.229,8.437,247.457,8.086,0.92,0.01,0.01,0.308,42.4,24.1,,
4909,4909,2020-06-03 20:00:00,14.594,8.275,8.894,243.558,8.761,0.87,0.0,0.011,0.333,41.0,24.333,,
4910,4910,2020-06-03 16:00:00,14.42,8.278,8.752,242.368,9.255,1.29,0.01,0.012,0.341,40.369,24.1,,
4911,4911,2020-06-03 12:00:00,14.126,8.178,8.331,245.631,7.994,0.86,0.01,0.011,0.315,41.7,23.4,,
4912,4912,2020-06-03 08:00:00,13.898,8.147,7.719,247.639,6.855,0.94,0.04,0.01,0.288,43.9,23.1,,
4913,4913,2020-06-03 04:00:00,14.19,8.098,7.678,248.168,7.153,1.3,0.04,0.012,0.32,44.067,23.7,,
4914,4914,2020-06-03 00:00:00,14.526,8.096,7.772,250.619,6.872,0.99,0.03,0.011,0.291,44.1,24.1,,
4915,4915,2020-06-02 20:00:00,14.693,8.1,7.864,248.342,8.233,0.78,0.01,0.012,0.302,42.778,24.4,,
4916,4916,2020-06-02 16:00:00,14.612,8.145,7.737,249.17,7.898,0.83,0.01,0.01,0.304,42.233,23.8,,
4917,4917,2020-06-02 12:00:00,13.937,8.064,7.442,250.53,8.013,1.51,0.02,0.011,0.323,42.9,23.3,,
4918,4918,2020-06-02 08:00:00,13.597,8.036,7.292,252.237,7.426,1.01,0.01,0.011,0.29,43.7,22.9,,
4919,4919,2020-06-02 04:00:00,13.614,8.028,7.49,251.128,6.844,0.83,0.01,0.012,0.297,43.503,23.5,,
4920,4920,2020-06-02 00:00:00,13.797,8.008,7.958,248.372,7.654,0.86,0.01,0.012,0.301,43.5,24.0,,
4921,4921,2020-06-01 19:00:00,14.468,8.081,7.791,170.343,27.792,0.95,0.0,0.013,0.334,44.342,23.024,,
4922,4922,2020-06-01 08:00:00,13.442,8.041,7.151,253.532,6.796,1.04,0.02,0.01,0.336,42.4,23.0,,
4923,4923,2020-06-01 04:00:00,13.481,8.114,7.62,251.668,7.365,0.89,0.02,0.011,0.323,41.8,23.3,,
4924,4924,2020-06-01 00:00:00,13.659,8.191,8.116,249.765,7.688,1.05,0.02,0.01,0.33,41.1,23.5,,
4925,4925,2020-05-31 20:00:00,13.672,8.211,8.204,245.897,7.693,0.85,0.01,0.01,0.301,39.9,23.7,,
4926,4926,2020-05-31 16:00:00,13.641,8.166,7.726,247.744,7.859,1.43,0.03,0.012,0.323,39.53,22.835,,
4927,4927,2020-05-31 12:00:00,13.553,8.072,7.092,252.841,6.973,0.67,0.04,0.01,0.34,41.1,22.2,,
4928,4928,2020-05-31 08:00:00,13.314,8.061,7.0,255.46,6.983,0.99,0.02,0.009,0.346,41.633,22.167,,
4929,4929,2020-05-31 04:00:00,13.463,8.149,7.401,252.115,6.755,0.85,0.03,0.011,0.287,42.1,22.333,,
4930,4930,2020-05-31 00:00:00,13.597,8.204,7.988,249.546,7.839,0.92,0.0,0.009,0.288,40.9,22.8,,
4931,4931,2020-05-30 20:00:00,13.633,8.233,8.484,246.791,8.767,0.92,0.01,0.013,0.284,38.668,22.832,,
4932,4932,2020-05-30 16:00:00,13.639,8.186,8.083,247.854,8.161,0.91,0.01,0.012,0.319,35.433,22.5,,
4933,4933,2020-05-30 12:00:00,13.539,8.093,6.789,240.006,7.431,0.94,0.0,0.01,0.335,40.7,21.6,,
4934,4934,2020-05-30 08:00:00,13.364,8.06,6.709,242.635,7.329,0.78,0.03,0.011,0.341,40.333,21.6,,
4935,4935,2020-05-30 04:00:00,13.299,8.124,7.119,240.068,6.783,1.4,0.01,0.01,0.323,40.5,21.7,,
4936,4936,2020-05-30 00:00:00,13.489,8.181,7.576,238.124,7.746,0.99,0.02,0.008,0.329,38.47,22.5,,
4937,4937,2020-05-29 20:00:00,14.18,8.181,7.683,238.377,7.64,1.04,0.02,0.012,0.325,36.133,22.4,,
4938,4938,2020-05-29 16:00:00,13.72,8.244,7.565,237.037,7.875,1.08,0.05,0.009,0.311,36.235,21.2,,
4939,4939,2020-05-29 12:00:00,13.164,8.095,6.984,240.198,7.405,1.16,3.29,0.01,0.333,38.128,20.872,,
4940,4940,2020-05-29 08:00:00,12.833,8.048,6.571,243.163,7.21,1.07,0.02,0.01,0.344,37.417,21.125,,
4941,4941,2020-05-29 04:00:00,12.955,8.117,6.969,242.079,7.265,0.99,0.04,0.01,0.29,39.006,20.611,,
4942,4942,2020-05-29 00:00:00,13.082,8.186,7.422,239.033,7.302,0.99,0.01,0.011,0.374,38.031,21.1,,
4943,4943,2020-05-28 20:00:00,13.239,8.174,7.44,237.921,7.407,1.04,0.03,0.011,0.302,38.872,20.564,,
4944,4944,2020-05-28 16:00:00,13.231,8.12,7.177,238.813,7.439,1.27,0.02,0.01,0.314,35.228,21.9,,
4945,4945,2020-05-28 12:00:00,13.045,8.062,6.884,240.66,6.651,0.96,0.03,0.009,0.323,36.4,21.2,,
4946,4946,2020-05-28 08:00:00,13.0,8.02,6.58,243.52,5.941,0.9,0.03,0.01,0.319,38.056,20.506,,
4947,4947,2020-05-28 04:00:00,13.072,8.071,6.744,242.097,6.784,0.92,0.02,0.011,0.341,38.23,20.77,,
4948,4948,2020-05-28 00:00:00,13.192,8.1,6.859,241.539,7.085,1.05,0.01,0.011,0.295,37.7,21.3,,
4949,4949,2020-05-27 20:00:00,13.341,8.104,7.07,240.03,7.139,0.95,0.02,0.011,0.317,39.731,20.7,,
4950,4950,2020-05-27 16:00:00,13.413,8.091,7.17,240.102,7.334,1.38,0.05,0.009,0.31,38.469,21.4,,
4951,4951,2020-05-27 12:00:00,13.418,8.013,6.752,241.438,6.865,0.9,0.05,0.011,0.325,37.3,21.9,,
4952,4952,2020-05-27 08:00:00,13.369,8.025,6.508,242.185,6.874,1.21,0.05,0.011,0.321,39.128,21.3,,
4953,4953,2020-05-27 04:00:00,13.479,8.046,6.715,242.419,6.886,0.86,0.05,0.013,0.336,40.678,21.194,,
4954,4954,2020-05-27 00:00:00,13.533,8.076,6.938,241.83,6.912,0.91,0.04,0.013,0.317,41.7,20.9,,
4955,4955,2020-05-26 20:00:00,13.642,8.088,7.386,239.508,7.036,0.95,0.03,0.01,0.318,41.036,21.331,,
4956,4956,2020-05-26 16:00:00,13.602,8.037,7.201,239.625,7.321,1.04,0.02,0.012,0.295,40.8,21.5,,
4957,4957,2020-05-26 12:00:00,13.867,7.973,6.596,243.26,6.665,0.73,0.02,0.009,0.324,41.597,21.403,,
4958,4958,2020-05-26 08:00:00,13.809,7.978,6.531,243.785,6.703,0.82,0.01,0.011,0.282,42.2,21.5,,
4959,4959,2020-05-26 04:00:00,13.901,8.002,6.996,242.579,6.691,0.95,0.04,0.01,0.295,42.5,21.9,,
4960,4960,2020-05-26 00:00:00,14.046,8.044,7.289,241.576,7.026,1.56,0.04,0.011,0.33,41.9,22.6,,
4961,4961,2020-05-25 20:00:00,14.218,8.081,7.713,238.503,7.355,0.78,0.03,0.01,0.313,41.972,22.9,,
4962,4962,2020-05-25 16:00:00,14.424,8.0,7.533,238.354,8.193,1.18,0.0,0.012,0.321,42.0,22.9,,
4963,4963,2020-05-25 12:00:00,14.551,7.939,6.959,242.051,7.103,1.01,0.0,0.012,0.341,41.9,22.7,,
4964,4964,2020-05-25 08:00:00,14.654,7.958,6.855,243.293,7.236,0.0,0.03,0.011,0.341,42.1,22.832,,
4965,4965,2020-05-25 04:00:00,14.71,8.004,7.253,241.188,7.561,0.86,0.01,0.011,0.32,42.5,23.2,,
4966,4966,2020-05-25 00:00:00,14.808,8.049,7.672,238.701,7.353,0.91,0.02,0.013,0.313,41.9,23.5,,
4967,4967,2020-05-24 20:00:00,14.993,8.06,8.146,236.33,8.074,0.69,0.03,0.012,0.328,40.269,23.531,,
4968,4968,2020-05-24 16:00:00,14.957,7.973,7.675,238.076,8.14,0.78,0.03,0.01,0.293,40.8,23.2,,
4969,4969,2020-05-24 12:00:00,14.788,7.819,6.836,241.161,7.021,1.29,0.05,0.01,0.316,43.5,22.8,,
4970,4970,2020-05-24 08:00:00,14.611,7.668,6.104,244.186,6.533,0.78,0.02,0.011,0.311,43.7,22.306,,
4971,4971,2020-05-24 02:00:00,14.901,7.853,7.07,188.391,22.454,1.01,0.03,0.005,0.319,47.315,21.399,,
4972,4972,2020-05-23 04:00:00,14.233,8.057,7.156,242.106,6.83,1.07,0.02,0.012,0.333,42.2,23.9,,
4973,4973,2020-05-23 00:00:00,14.278,8.124,7.788,238.728,8.073,1.08,0.0,0.011,0.368,42.1,24.5,,
4974,4974,2020-05-22 20:00:00,14.36,8.142,8.16,236.037,8.125,1.09,0.0,0.013,0.326,41.5,24.8,,
4975,4975,2020-05-22 16:00:00,14.659,8.098,8.286,236.317,8.27,1.08,0.02,0.013,0.311,39.472,25.0,,
4976,4976,2020-05-22 12:00:00,14.619,8.005,7.646,238.737,6.94,1.06,0.02,0.012,0.36,37.969,24.9,,
4977,4977,2020-05-22 08:00:00,14.581,7.973,7.2,243.227,7.421,1.06,0.02,0.01,0.325,39.2,24.6,,
4978,4978,2020-05-22 04:00:00,14.712,8.013,6.902,243.25,7.348,1.02,0.01,0.012,0.343,38.5,25.036,,
4979,4979,2020-05-22 00:00:00,14.795,8.046,7.252,241.393,7.574,1.06,0.01,0.013,0.295,38.042,25.5,,
4980,4980,2020-05-21 20:00:00,14.956,8.071,7.483,240.551,7.593,0.92,0.02,0.015,0.347,37.683,25.6,,
4981,4981,2020-05-21 16:00:00,15.012,8.069,7.453,239.593,7.112,1.01,0.02,0.0,0.0,36.2,25.6,,
4982,4982,2020-05-21 12:00:00,14.752,7.977,6.74,241.972,7.538,0.92,0.06,0.0,0.0,36.928,25.2,,
4983,4983,2020-05-21 08:00:00,14.519,7.961,6.848,243.562,7.22,0.87,0.04,0.013,0.323,37.5,24.8,,
4984,4984,2020-05-21 04:00:00,14.592,7.984,6.77,244.157,7.58,0.97,0.04,0.014,0.322,36.6,25.0,,
4985,4985,2020-05-21 00:00:00,14.701,8.078,7.149,242.285,8.083,1.11,0.04,0.015,0.293,36.7,25.2,,
4986,4986,2020-05-20 20:00:00,14.822,8.177,7.68,239.709,8.46,0.87,0.03,0.016,0.189,35.483,25.2,,
4987,4987,2020-05-20 16:00:00,14.922,8.107,7.766,238.5,9.522,0.99,0.01,0.017,0.407,34.111,24.8,,
4988,4988,2020-05-20 12:00:00,14.712,8.075,7.203,241.06,6.098,0.97,0.03,0.016,0.33,33.4,24.4,,
4989,4989,2020-05-20 08:00:00,14.402,8.048,6.93,242.526,6.715,0.78,0.05,0.0,0.0,34.6,23.6,,
4990,4990,2020-05-20 04:00:00,14.454,8.096,7.282,240.948,8.078,0.89,0.05,0.014,0.339,34.136,24.0,,
4991,4991,2020-05-20 00:00:00,14.68,8.105,6.987,240.561,7.639,0.87,0.02,0.013,0.303,32.972,24.2,,
4992,4992,2020-05-19 20:00:00,15.47,8.262,7.666,179.018,11.961,0.77,0.03,0.0,0.0,29.919,24.222,,
4993,4993,2020-05-19 16:00:00,16.014,8.2,9.177,252.326,9.308,0.88,0.04,0.009,0.33,29.822,24.3,,
4994,4994,2020-05-19 12:00:00,15.231,8.26,7.741,252.847,7.25,0.93,0.06,0.009,0.33,35.767,22.8,,
4995,4995,2020-05-19 08:00:00,14.981,8.207,7.519,254.769,6.526,0.93,0.0,0.011,0.34,38.228,22.5,,
4996,4996,2020-05-19 04:00:00,15.304,8.231,7.796,256.535,7.447,0.84,0.01,0.012,0.328,38.181,22.9,,
4997,4997,2020-05-19 00:00:00,15.374,8.287,7.828,253.738,7.632,0.89,0.03,0.01,0.327,37.7,23.3,,
4998,4998,2020-05-18 20:00:00,15.546,8.352,7.57,251.486,7.433,1.06,0.02,0.013,0.537,36.0,23.5,,
4999,4999,2020-05-18 16:00:00,15.536,8.307,6.709,250.443,8.195,0.96,0.01,0.011,0.347,34.467,23.5,,
5000,5000,2020-05-18 12:00:00,15.318,8.191,6.153,254.422,7.102,1.13,0.02,0.01,0.352,35.628,22.7,,
5001,5001,2020-05-18 08:00:00,15.019,8.141,6.689,258.18,6.748,0.84,0.02,0.013,0.301,37.23,22.37,,
5002,5002,2020-05-18 04:00:00,15.148,8.177,7.231,258.32,6.722,0.87,0.02,0.011,0.346,37.6,22.8,,
5003,5003,2020-05-18 00:00:00,15.152,8.272,7.92,255.329,7.444,0.88,0.01,0.01,0.344,37.5,23.3,,
5004,5004,2020-05-17 20:00:00,15.078,8.358,8.023,250.752,7.951,0.84,0.03,0.012,0.384,37.1,23.575,,
5005,5005,2020-05-17 16:00:00,15.451,8.327,7.846,250.405,7.532,1.14,0.04,0.011,0.352,34.1,24.0,,
5006,5006,2020-05-17 12:00:00,15.102,8.19,7.344,254.336,7.285,0.75,0.02,0.012,0.308,35.2,23.5,,
5007,5007,2020-05-17 08:00:00,14.681,8.176,7.563,255.867,6.882,0.93,0.01,0.01,0.282,35.467,23.2,,
5008,5008,2020-05-17 04:00:00,14.799,8.214,7.778,254.875,7.058,0.91,0.02,0.011,0.332,35.2,23.667,,
5009,5009,2020-05-17 00:00:00,14.998,8.281,7.867,252.606,6.923,0.97,0.02,0.012,0.313,34.4,24.1,,
5010,5010,2020-05-16 20:00:00,15.233,8.327,7.925,250.618,8.673,1.11,0.03,0.011,0.308,33.7,24.3,,
5011,5011,2020-05-16 16:00:00,15.618,8.283,7.162,250.959,7.808,0.96,0.02,0.011,0.334,29.636,24.7,,
5012,5012,2020-05-16 12:00:00,15.353,8.198,6.745,253.617,7.462,1.05,0.05,0.01,0.319,31.864,24.0,,
5013,5013,2020-05-16 08:00:00,14.924,8.154,6.925,255.248,7.411,0.88,0.02,0.011,0.355,32.272,23.9,,
5014,5014,2020-05-16 04:00:00,15.301,8.153,7.048,255.441,7.131,1.36,0.0,0.011,0.3,31.856,24.664,,
5015,5015,2020-05-16 00:00:00,15.717,8.169,9.28,254.403,7.252,0.88,0.02,0.014,0.329,31.3,25.1,,
5016,5016,2020-05-15 18:00:00,16.103,8.407,8.555,191.943,25.75,0.89,0.03,0.012,0.262,28.31,24.309,,
5017,5017,2020-05-15 12:00:00,14.838,8.26,8.355,252.736,7.11,0.84,0.01,0.011,0.331,30.364,22.9,,
5018,5018,2020-05-15 08:00:00,14.469,8.231,8.107,252.883,7.761,0.91,0.01,0.011,0.378,32.4,22.7,,
5019,5019,2020-05-15 04:00:00,14.879,8.186,7.999,254.568,7.68,0.86,0.01,0.012,0.285,31.932,23.5,,
5020,5020,2020-05-15 00:00:00,15.267,8.22,8.4,255.184,8.315,1.28,0.02,0.012,0.269,30.9,24.0,,
5021,5021,2020-05-14 20:00:00,15.544,8.293,8.666,252.922,8.476,0.92,0.03,0.014,0.267,29.172,24.3,,
5022,5022,2020-05-14 16:00:00,15.362,8.324,8.355,251.598,7.986,0.97,0.03,0.011,0.274,28.7,24.0,,
5023,5023,2020-05-14 12:00:00,14.854,8.256,7.235,253.45,7.844,0.8,0.03,0.01,0.281,28.7,22.9,,
5024,5024,2020-05-14 08:00:00,14.476,8.229,7.478,254.168,7.619,0.88,0.01,0.011,0.281,30.433,22.4,,
5025,5025,2020-05-14 04:00:00,14.573,8.218,7.584,254.324,6.682,0.93,0.01,0.012,0.313,30.292,22.8,,
5026,5026,2020-05-14 00:00:00,14.744,8.261,8.097,253.524,6.928,0.93,3.2,0.012,0.301,29.2,23.2,,
5027,5027,2020-05-13 20:00:00,15.07,8.312,8.102,251.505,8.216,0.97,0.0,0.011,0.305,28.9,23.5,,
5028,5028,2020-05-13 16:00:00,15.265,8.285,7.736,251.474,7.935,0.71,0.01,0.012,0.273,28.228,23.5,,
5029,5029,2020-05-13 12:00:00,14.986,8.158,7.453,253.917,6.998,0.0,0.0,0.011,0.334,29.7,23.1,,
5030,5030,2020-05-13 08:00:00,14.614,8.112,8.437,255.154,7.193,0.81,0.02,0.011,0.293,30.8,22.831,,
5031,5031,2020-05-13 04:00:00,14.741,8.115,8.682,255.011,7.651,1.39,0.03,0.015,0.301,30.1,23.4,,
5032,5032,2020-05-13 00:00:00,15.102,8.122,8.521,253.497,6.815,0.63,0.02,0.014,0.291,29.8,24.0,,
5033,5033,2020-05-12 20:00:00,15.34,8.075,8.105,252.918,7.853,1.06,0.01,0.015,0.32,29.472,24.336,,
5034,5034,2020-05-12 17:00:00,15.279,7.971,7.666,253.647,7.748,1.1,0.0,0.016,0.313,28.878,23.45,,
5035,5035,2020-05-12 04:00:00,14.842,8.169,8.772,255.462,7.12,0.81,0.02,0.013,0.295,30.336,24.3,,
5036,5036,2020-05-12 00:00:00,15.131,8.215,9.093,255.174,6.899,1.44,0.03,0.013,0.332,29.258,24.8,,
5037,5037,2020-05-11 20:00:00,15.199,8.237,8.765,251.731,7.767,1.03,0.02,0.014,0.314,26.792,25.108,,
5038,5038,2020-05-11 16:00:00,15.421,8.241,8.482,253.252,7.904,0.85,0.01,0.011,0.308,27.45,24.536,,
5039,5039,2020-05-11 12:00:00,14.576,8.17,8.425,254.035,7.854,1.01,0.01,0.012,0.366,30.889,23.444,,
5040,5040,2020-05-11 08:00:00,14.219,8.181,8.825,254.562,7.663,0.95,0.03,0.013,0.314,30.7,23.5,,
5041,5041,2020-05-11 04:00:00,14.47,8.209,9.01,254.344,7.224,0.97,0.07,0.012,0.285,30.3,24.3,,
5042,5042,2020-05-11 00:00:00,14.773,8.245,8.909,252.825,8.026,0.97,0.02,0.013,0.278,29.6,24.8,,
5043,5043,2020-05-10 20:00:00,15.214,8.27,8.082,251.966,9.46,0.1,0.02,0.015,0.336,27.036,25.1,,
5044,5044,2020-05-10 16:00:00,14.649,8.264,7.826,251.687,8.533,0.89,0.01,0.013,0.349,26.4,24.1,,
5045,5045,2020-05-10 12:00:00,14.417,8.226,7.274,253.924,7.986,1.31,0.01,0.014,0.32,28.8,23.0,,
5046,5046,2020-05-10 08:00:00,14.058,8.186,7.617,254.481,6.471,0.66,0.0,0.013,0.314,30.5,23.1,,
5047,5047,2020-05-10 04:00:00,14.203,8.187,7.697,253.856,7.615,0.84,0.02,0.012,0.372,29.8,24.0,,
5048,5048,2020-05-10 00:00:00,14.429,8.206,7.92,253.44,8.212,1.21,0.02,0.015,0.308,29.069,24.6,,
5049,5049,2020-05-09 20:00:00,14.859,8.237,8.19,252.316,8.943,0.96,0.04,0.017,0.212,26.036,25.1,,
5050,5050,2020-05-09 16:00:00,14.736,8.338,7.786,252.139,8.853,1.02,0.02,0.018,0.298,27.064,24.133,,
5051,5051,2020-05-09 12:00:00,14.276,8.308,8.134,253.046,7.281,0.79,0.0,0.023,0.366,29.417,23.0,,
5052,5052,2020-05-09 08:00:00,14.017,8.306,8.225,196.158,21.087,0.91,0.02,0.013,0.182,31.597,22.784,,
5053,5053,2020-05-09 04:00:00,13.998,8.167,8.143,254.239,7.698,0.0,0.02,0.013,0.182,29.7,23.9,,
5054,5054,2020-05-09 00:00:00,14.181,8.186,8.127,253.44,7.715,0.0,0.03,0.013,0.182,28.4,24.514,,
5055,5055,2020-05-08 20:00:00,14.566,8.154,7.993,252.958,7.932,0.0,0.03,0.013,0.182,26.5,25.1,,
5056,5056,2020-05-08 16:00:00,14.845,8.211,7.703,253.185,9.207,1.2,0.03,0.013,0.182,26.231,24.5,,
5057,5057,2020-05-08 12:00:00,14.258,8.077,7.278,254.168,8.565,0.91,0.01,0.013,0.182,31.481,23.4,,
5058,5058,2020-05-08 08:00:00,13.849,8.123,6.098,251.312,6.927,0.78,0.02,0.013,0.182,30.7,23.7,,
5059,5059,2020-05-08 04:00:00,13.957,8.143,6.261,250.905,4.866,0.89,0.02,0.0,0.0,28.9,24.6,,
5060,5060,2020-05-08 00:00:00,14.176,8.2,6.472,249.861,6.328,0.87,0.02,0.0,0.0,27.6,25.2,,
5061,5061,2020-05-07 20:00:00,14.491,8.219,6.747,248.809,7.73,1.18,0.02,0.0,0.0,22.773,25.641,,
5062,5062,2020-05-07 16:00:00,14.498,8.311,6.343,248.021,7.019,0.92,0.03,0.0,0.0,23.235,24.8,,
5063,5063,2020-05-07 12:00:00,14.087,8.217,6.049,249.945,6.325,0.65,0.02,0.0,0.0,29.236,23.7,,
5064,5064,2020-05-07 08:00:00,13.845,8.144,6.105,250.98,5.678,0.99,0.03,0.009,0.188,31.569,23.5,,
5065,5065,2020-05-07 04:00:00,14.153,8.181,6.361,250.601,4.738,0.78,0.02,0.011,0.18,31.8,24.1,,
5066,5066,2020-05-07 00:00:00,14.425,8.253,6.61,249.413,5.604,0.9,0.02,0.011,0.18,32.8,24.464,,
5067,5067,2020-05-06 20:00:00,14.719,8.29,6.692,248.373,7.058,1.3,0.03,0.013,0.228,32.108,24.708,,
5068,5068,2020-05-06 16:00:00,14.675,8.366,6.412,248.366,5.769,1.04,0.03,0.011,0.217,31.556,23.7,,
5069,5069,2020-05-06 12:00:00,14.339,8.303,6.305,249.585,6.303,1.01,0.06,0.013,0.229,33.1,22.8,,
5070,5070,2020-05-06 08:00:00,13.922,8.207,6.406,251.026,5.266,0.97,0.02,0.011,0.222,35.268,22.5,,
5071,5071,2020-05-06 04:00:00,14.059,8.214,6.578,251.191,5.415,1.15,0.02,0.011,0.21,35.964,22.8,,
5072,5072,2020-05-06 00:00:00,14.294,8.252,6.599,249.671,5.345,0.91,0.03,0.011,0.213,35.0,23.2,,
5073,5073,2020-05-05 20:00:00,14.664,8.262,6.425,249.107,6.296,0.84,0.03,0.013,0.23,33.633,23.4,,
5074,5074,2020-05-05 16:00:00,14.487,8.283,6.447,250.183,5.834,0.92,0.03,0.012,0.17,34.7,22.6,,
5075,5075,2020-05-05 12:00:00,13.785,8.225,6.438,250.532,6.069,0.79,0.01,0.01,0.228,36.972,21.6,,
5076,5076,2020-05-05 08:00:00,13.398,8.217,6.477,251.411,5.182,1.35,0.02,0.012,0.239,37.794,21.772,,
5077,5077,2020-05-05 04:00:00,13.481,8.242,6.548,251.483,4.463,,0.03,0.01,0.181,38.8,21.5,,
5078,5078,2020-05-05 00:00:00,13.803,8.269,6.764,250.978,5.253,,0.02,0.012,0.212,35.972,22.528,,
5079,5079,2020-05-04 20:00:00,14.014,8.347,6.885,248.936,4.155,,0.03,0.011,0.195,37.7,22.033,,
5080,5080,2020-05-04 16:00:00,13.917,8.348,6.728,248.184,7.706,,0.03,0.013,0.272,37.8,21.8,,
5081,5081,2020-05-04 12:00:00,13.687,8.251,6.542,250.683,5.476,0.74,0.03,0.011,0.28,38.139,21.761,,
5082,5082,2020-05-04 08:00:00,13.157,8.247,6.647,251.313,4.38,,0.02,0.0,0.0,40.372,21.011,,
5083,5083,2020-05-04 04:00:00,13.109,8.262,6.663,250.923,5.178,0.91,0.03,0.0,0.0,39.197,21.769,,
5084,5084,2020-05-04 00:00:00,13.134,8.304,7.355,250.156,5.092,1.3,0.02,0.011,0.226,40.672,21.328,,
5085,5085,2020-05-03 20:00:00,13.326,8.324,7.223,248.741,5.441,0.61,0.02,0.012,0.213,40.3,21.6,,
5086,5086,2020-05-03 16:00:00,13.627,8.257,6.905,248.327,5.226,0.88,0.01,0.013,0.221,37.169,22.267,,
5087,5087,2020-05-03 12:00:00,13.641,8.227,6.907,250.541,6.038,1.32,0.01,0.0,0.0,36.675,21.9,,
5088,5088,2020-05-03 08:00:00,13.363,8.267,7.301,250.356,5.285,0.97,0.04,0.0,0.0,36.9,21.9,,
5089,5089,2020-05-03 04:00:00,13.354,8.283,7.178,248.984,6.005,0.83,3.3,0.0,0.0,36.736,22.4,,
5090,5090,2020-05-03 00:00:00,13.556,8.296,7.951,248.148,5.373,0.84,0.03,0.0,0.0,35.767,22.6,,
5091,5091,2020-05-02 20:00:00,13.796,8.319,7.547,247.298,7.016,0.97,0.03,0.013,0.226,34.9,22.6,,
5092,5092,2020-05-02 16:00:00,13.996,8.315,7.565,247.738,6.94,0.88,0.02,0.012,0.174,33.173,22.4,,
5093,5093,2020-05-02 12:00:00,13.713,8.272,7.359,249.48,4.941,0.79,0.03,0.014,0.234,33.906,22.722,,
5094,5094,2020-05-02 08:00:00,13.34,8.243,7.246,250.294,5.252,1.09,0.01,0.012,0.224,35.197,22.133,,
5095,5095,2020-05-02 04:00:00,13.437,8.26,7.428,251.421,5.256,0.92,0.0,0.011,0.207,35.358,22.469,,
5096,5096,2020-05-02 00:00:00,13.432,8.301,7.567,249.415,5.055,0.88,0.03,0.01,0.239,37.872,21.5,,
5097,5097,2020-05-01 20:00:00,13.579,8.313,7.489,248.493,6.277,0.97,0.02,0.013,0.25,37.7,21.7,,
5098,5098,2020-05-01 16:00:00,13.84,8.341,7.568,249.179,5.854,0.97,0.03,0.021,0.235,36.067,21.7,,
5099,5099,2020-05-01 12:00:00,13.603,8.261,7.29,251.804,5.635,1.09,0.03,0.011,0.134,35.8,21.4,,
5100,5100,2020-05-01 08:00:00,13.208,8.23,7.004,252.244,4.921,1.01,0.02,0.01,0.059,34.439,21.964,,
5101,5101,2020-05-01 04:00:00,13.232,8.209,7.11,252.246,5.383,0.96,0.04,0.012,0.131,36.269,21.267,,
5102,5102,2020-05-01 00:00:00,13.519,8.233,7.096,253.371,5.163,0.73,0.03,0.011,0.142,35.9,21.533,,
